Name,Platform,Year,Genre,Publisher
Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo
Rugby World Cup 2015,PC,2015,Sports,Ubisoft
Razor Freestyle Scooter,GBA,2001,Sports,Ubisoft
Captain Rainbow,Wii,2008,Adventure,Nintendo
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision
Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft
National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft
Transformers: Fall of Cybertron,PC,2012,Action,Activision
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015,Misc,Nintendo
Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft
Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft
Myst IV: Revelation,PC,2004,Adventure,Ubisoft
SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision
